key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,classification,ciclo,ejercido
14096330015,San Clemente - Palacios.,9,Centro SCT Hidalgo,13,20.662175,-99.174594,24.78,14228071,Comunicaciones y Transportes,2016,0
14096270003,"E.C. Jaritas-Ejido Simón Bolivar-Ejido Nueva Independencia, E.C. (Jaritas Emiliano Zapata).",9,Centro SCT Chiapas,7,14.642264,-92.250028,79.55,22831416,Comunicaciones y Transportes,2017,0
13096340001,Nahuapa - E.C.F. Méx. 200.,9,Centro SCT Jalisco,14,19.921139,-105.318328,100,10947842,Comunicaciones y Transportes,2016,0
14095100005,Rehabilitación del Muelle de Usos Múltiples de Puerto San Carlos.,9,Dirección General de Puertos,3,24.7916667,-112.125,79.85,49512000,Comunicaciones y Transportes,2016,15879798
14095100008,"Construcción de infraestructura portuaria pesquera en Huitusi, Guasave, Sinaloa",9,Dirección General de Puertos,25,25.509108,-108.779208,0,30906368,Comunicaciones y Transportes,2017,0
13096350059,E.C. Estatal México Núm. 11 - Universidad Bicentenario Jilotepec,9,Centro SCT México,15,19.926497,-99.581597,31.26,6907433,Comunicaciones y Transportes,2016,0
13096520014,Modernización de la CarreteraJalpa-Límite de Estados Zac/Ags.,9,Centro SCT Zacatecas,32,21.764053,-102.808016,18.29,636900891,Comunicaciones y Transportes,2017,26079784
14096240001,Entronque Dzitbalché,9,Centro SCT Campeche,4,20.3012,-90.0634,98,93912650,Comunicaciones y Transportes,2015,2598901
1421W3N0009,Mantenimiento y Operación de los Centros Integralmente Planeados del Pacífico Sur 2015,21,Fondo Nacional de Fomento al Turismo,35,0,0,100,200805279,Turismo,2015,3507469
1421W3N0016,"Estudios de pre inversión para el proyecto Centro Turístico Sustentable Teotihuacán, en el Edo. de México",21,Fondo Nacional de Fomento al Turismo,15,0,0,0,51195458,Turismo,2017,0
1427A000014,Reordenamiento integral del Puerto Fronterizo Algodones B.C.,27,Instituto de Administración y Avalúos de Bienes Nacionales,2,0,0,0,2666431,Gobierno,2015,0
14212100003,ESTUDIOS DE PREFACTIBILIDAD DE RECUPERACION DE PLAYAS / 14 ACAPULCO,21,Dirección General de Desarrollo Regional y Fomento Turístico,12,0,0,0,19374922,Turismo,2017,0
14178120020,Mobiliario y equipo para áreas sustantivas y administrativas de la Procuraduría General de la República.,17,Dirección General de Recursos Materiales y Servicios Generales,35,0,0,45.87,50001503,Seguridad,2015,22930131
1418T0O0001,CENTRO DE TECNOLOGIA PARA AGUAS PROFUNDAS(CTAP),18,Instituto Mexicano del Petróleo,30,19.0521,-96.0742,71.03,1904584745,Desarrollo económico,2017,365663369
14178120022,Mobiliario y equipo para el modelo de transición delegacional para la implementación del Nuevo Sistema de Justicia Penal Acusatorio.,17,Dirección General de Recursos Materiales y Servicios Generales,35,0,0,50.3,84598980,Seguridad,2015,48710971
1316B000181,"Estudios y proyectos de los bordos de almacenamiento del proyecto de Bordos de Sinaloa en las cuencas de los Ríos Acaponeta, Mocorito, El Fuerte, Piaxtla, Elota, y Quelite.",16,Comisión Nacional del Agua,35,0,0,34.31,103943606,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2015,8000000
8132160016,Construcción de instalaciones para cinco Batallones de Infanteria de Marina.,13,Dirección General de Servicios,34,0,0,0,1497373952,Seguridad,2016,0
14132160030,Sustitución de Equipos y Pertrechos de Armamento Marinero,13,Dirección General de Servicios,9,0,0,13.63,310200300,Seguridad,2016,1956490
1312NEF0010,Proyecto para la producción de vacunas sIPV-Pentavalente.- 2014-2017,12,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",15,19.62205387,-99.20143604,0,226046396,Salud,2017,0
11096450012,Topolobampo - Chihuahua tr. Huepaco - Macoribo (Lim. Edos. Sin/Chi),9,Centro SCT Sinaloa,25,26.968536,-108.27785,0,103121353,Comunicaciones y Transportes,2017,0
9096500034,E.C. (Cotaxtla - Soledad de Doblado) - Sombrerete Mata Vainillal (El Órgano),9,Centro SCT Veracruz,30,18.86275,-96.413669,38.81,60497496,Comunicaciones y Transportes,2016,3151175
1506HJO0003,Adquisición de Mobiliario y Equipo,6,"Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",35,0,0,0,16669705,Desarrollo económico,2016,0
1506HKA0002,Construcción de Almacén para resguardo de bienes muebles en la Delegación Regional Noreste del SAE.,6,Servicio de Administración y Enajenación de Bienes,19,0,0,23,26000000,Gobierno,2016,2676375
8.36E+21,"Construcción, rehabilitación, adecuación, equipamiento y amueblado  del Complejo Penitenciario de Papantla.",4,Prevención y Readaptación Social,30,20.457574,-97.315865,95.05,6507901068,Seguridad,2017,23956946
1507HXA0013,"Construcción de una planta de tratamiento de aguas residuales para la U.H.N. Campeche III, Camp.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,4,19.816186,-90.523241,18.87,5792902,Desarrollo Social,2016,5479872
1504I000011,Fortalecimiento de equipo para recopilación de información en campo,4,Centro de Investigación y Seguridad Nacional,35,0,0,29,145398000,Seguridad,2016,59784269
1504L000001,Construcción de dormitorios y adecuación de espacios en la Academia Superior de Seguridad Pública Regional zona noreste en San Luis Potosí.,4,Policía Federal,24,22.329752,-101.063232,0,790042563,Seguridad,2017,0
1507HXA0019,"Mantenimiento y Rehabilitación de la U.H.N. Veracruz I, Ver.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,30,0,0,98.8,12284160,Desarrollo Social,2016,6864403
1507HXA0022,"Mantenimiento y Rehabilitación de la U.H.M. Minatitlán I, Ver.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,30,0,0,9.91,10118004,Desarrollo Social,2016,3003459
1507HXA0034,"Sustitución de red sanitaria en la U.H.M. Jalapa, Ver.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,30,19.535304,-96.910394,46.06,1261858,Desarrollo Social,2016,1117468
1450GYR0051,"Adquisición de Unidades de Radioterapia Intracavitaria con Iridio 192 y UnidadesRadiológicas, Fluoroscópicas Transportables tipo Arco en C.",50,Instituto Mexicano del Seguro Social,35,0,0,99.5,81733939,Salud,2015,7659363
1507HXA0047,Estudios de mecánica de suelos para la construcción de unidades habitacionales militares,7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,35,0,0,52.83,1500000,Desarrollo Social,2016,660432
1450GYR0057,Sustitución de equipo médico en unidades de los tres niveles de atención a la salud del IMSS.,50,Instituto Mexicano del Seguro Social,35,0,0,90.87,962047972,Salud,2015,124143342
1506GSA0002,ADQUISICION DE VEHICULOS DE TRANSPORTE PARA LA SUPERVISION DE LAS OPERACIONES EN CAMPO,6,"Agroasemex, S.A.",22,0,0,80,13615800,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2016,5273877
1506GSA0003,MANTENIMIENTO INTEGRAL DE INMUEBLES FORANEOS PROPIEDAD DE AGROASEMEX,6,"Agroasemex, S.A.",35,0,0,40,37134000,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2016,2359902
1506HAN0001,ADQUISICION DE MOBILIARIO Y EQUIPO DE ADMINISTRACION,6,"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",35,0,0,0,11000000,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2016,0
15096320010,Modernización del Camino San Luis Acatlán - Nejapa  Camalotillo.,9,Centro SCT Guerrero,12,16.810418,-98.724296,10.87,82561260,Comunicaciones y Transportes,2017,9794838
15096340002,"Modernización del Camino Jesús María-San José de la Paz, tramo Los Veneros.",9,Centro SCT Jalisco,14,20.566436,-102.170244,10.64,42910400,Comunicaciones y Transportes,2017,5998054
1511A3Q0025,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Centros e Institutos de Investigación Científica y Tecnológica (áreas de las ciencias químico-biológicas y de la salud)  en C.U. UNAM.,11,Universidad Nacional Autónoma de México,9,0,0,96.7,49854487,Desarrollo económico,2016,49477924
15096450003,Carretera Alimentadora de Carretera Alcoyonqui - La Flechas,9,Centro SCT Sinaloa,25,24.692253,-107.14528,98,22973568,Comunicaciones y Transportes,2017,16734984
1510LAU0009,Exploración y Evaluación de Minerales Radiactivos,10,Servicio Geológico Mexicano,35,0,0,75,124233508,Desarrollo económico,2017,15141927
15096520003,El Refugio de Ábrego - San Marcos - San Pedro de Ábrego.,9,Centro SCT Zacatecas,32,23.172838,-103.293278,25.38,18567000,Comunicaciones y Transportes,2016,4736254
15096520010,Boquilla de Abajo - La Encantada.,9,Centro SCT Zacatecas,32,23.549543,-102.864123,21.95,24756000,Comunicaciones y Transportes,2017,4293456
15116000001,Programa de Formación de Recursos Humanos Basada en Competencias (PROFORHCOM). Adquisición de Equipamiento 2016. Dirección General de Educación en Ciencia y Tecnología del Mar (DGECyTM),11,Subsecretaría de Educación Media Superior,35,0,0,0,11086786,Educación,2016,0
15116000002,Programa de Formación de Recursos Humanos Basada en Competencias (PROFORHCOM). Adquisición de Equipamiento 2016. Dirección General de Centros de Formación para el Trabajo (DGCFT),11,Subsecretaría de Educación Media Superior,35,0,0,0,42366362,Educación,2016,0
1310K2N0003,Adquisición de un Remolcador 2013,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,1,141690965,Desarrollo económico,2017,0
1511A3Q0009,"Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Educación Superior de nivel Posgrado, (Equipo de Cómputo). UNAM.",11,Universidad Nacional Autónoma de México,35,0,0,5.85,31524263,Educación,2016,1846401
1510K2N0002,Adquisición de Equipo y bienes especializados. Máquina de Generación de Energía Eléctrica para Autoconsumo. 2017,10,"Exportadora de Sal, S.A. de C.V.",2,0,0,0,40000000,Desarrollo económico,2016,0
1510K2N0003,Adquisición de Equipo y bienes especializados para Operación de la salina 2016,10,"Exportadora de Sal, S.A. de C.V.",35,0,0,4,28000000,Desarrollo económico,2016,9957570
1511A3Q0013,"Programa de Mantenimiento 2016 de Infraestructura de Investigación Científica, Tecnológica y Humanística. UNAM.",11,Universidad Nacional Autónoma de México,35,0,0,27.88,149754154,Desarrollo económico,2016,41667714
1511A3Q0014,Programa de Mantenimiento 2016 de Infraestructura de Escuelas y Unidades Multidisciplinarias. UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,1.2,149999676,Educación,2016,1396492
15092110008,Programa de Conservación Rutinaria de Tramos,9,Dirección General de Conservación de Carreteras,35,0,0,59.38,4156945000,Comunicaciones y Transportes,2016,2492134392
1510K2N0006,Adquisición de Equipo y bienes especializados para Mantenimiento 2016,10,"Exportadora de Sal, S.A. de C.V.",35,0,0,25.87,22000000,Desarrollo económico,2016,5017640
15092120001,"Programa Evaluación de los elementos superficiales y estructurales de la Red Carretera Federal en 2016, a través de su auscultación con equipos de alto rendimiento",9,Dirección General de Servicios Técnicos,35,0,0,57.51,257875000,Comunicaciones y Transportes,2016,121623169
1510K2N0008,Obras de Apoyo a la Zona Industrial 2016,10,"Exportadora de Sal, S.A. de C.V.",3,27.960326,-114.05105,58.7,20000000,Desarrollo económico,2016,8233830
1510K2O0001,Adquisición de Equipo de Administración,10,Fideicomiso de Fomento Minero,9,0,0,0,180000,Desarrollo económico,2016,0
1409J2R0001,Ampliación de la dársena de ciaboga y canales de navegación en el Puerto de Ensenada.,9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,31.859876,-116.631911,0,457556899,Comunicaciones y Transportes,2017,0
1309J2Y0014,Intersecciones a desnivel Blvd. de los Ríos y Río Tamesí,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,22.442971,-97.896202,55.15,210592919,Comunicaciones y Transportes,2016,16954667
1409J3D0003,Rehabilitación Puerta 4,9,"Administración Portuaria Integral de Tampico, S.A. de C.V.",28,0,0,0,3073870,Comunicaciones y Transportes,2016,0
1309J3E0002,Reconstrucción de la Barda de Seguridad Norte del Recinto Portuario,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,19.2147166,-96.16492222,76.23,38396593,Comunicaciones y Transportes,2016,2512551
14096380011,Mecatán  Las Palmas.,9,Centro SCT Nayarit,18,21.536839,-105.122128,7.86,75093200,Comunicaciones y Transportes,2016,5876741
14096500005,Tlacotiopa - Jacal - Limites Estado de Puebla,9,Centro SCT Veracruz,30,19.113241,-97.20957,54.8,30930589,Comunicaciones y Transportes,2017,3939985
14096320016,Modernizacion Del Camino E.C. (Filo Caballos-Puerto Del Gallo) -Yextla,9,Centro SCT Guerrero,12,17.545848,-99.898276,35.45,53200612,Comunicaciones y Transportes,2016,15538357
1118T4I0002,Adquisición y equipamiento de vehículos de contraincendio y maniobras,52,Pemex Corporativo,9,0,0,79.08,39316686,Energía,2017,0
1218T4L0020,"Proyecto de administración del área de Planeación y Evaluación, 2da. Etapa",52,Pemex Exploración y Producción,9,0,0,97.25,1001140183,Energía,2017,215780592
0818T4N0007,Conservación de la confiabilidad operativa en el CPG Ciudad Pemex,52,Pemex Transformación Industrial,27,17.89827222,-91.50177778,95.99,1204417074,Energía,2017,24327399
1550GYR0016,"Ampliación y Remodelación del Área de Urgencias del Hospital General Regional N 12 Lic. Benito Juárez García, Mérida, Yucatán.",50,Instituto Mexicano del Seguro Social,31,20.98888853,-89.6403055,0,39205234,Salud,2017,58867
0418T4T0005,Ampliación y Modernización de la Cadena de Derivados del Etano I en el Complejo Petroquimico Morelos,52,Pemex Etileno,30,18.082253,-94.220116,33.93,9391672459,Energía,2017,2177514
0818T4O0033,Ampliación y Modernización de la Cadena de Derivados del Etano III en el Complejo Petroquímico Morelos.,52,Pemex Etileno,30,18.082253,-94.220116,16.58,308951604,Energía,2017,4279005
0618T4N0021,"Rehabilitaciones, modificación y modernización de las estaciones de compresión y bombeo a nivel nacional",52,Pemex Logística,35,0,0,98.92,2118764611,Energía,2017,373991246
0918T4N0003,Modernización de las áreas de movimiento de productos de CPGs,52,Pemex Transformación Industrial,35,0,0,34.36,1718869466,Energía,2017,354938372
018 01 016,Integral Jujo-Tecominoacán,52,Pemex Exploración y Producción,35,0,0,59.64,98559627523,Energía,2017,1342253763
0718T4M0005,"Construcción de muelle en la residencia de operación portuaria La Paz, B. C. S.",52,Pemex Logística,3,24.220804,-110.310622,46.57,377556987,Energía,2017,0
038 98 038,Delta del Grijalva,52,Pemex Exploración y Producción,35,0,0,92.31,92217913811,Energía,2017,3698646916
1218T4I0017,Protección y Seguridad Física y Electrónica de la Infraestructura de Estaciones de Telecomunicaciones para minimizar los efectos de acciones vandálicas,52,Pemex Corporativo,35,0,0,81.6,59127216,Energía,2016,0
0718T4O0041,"Sostenimiento de la Capacidad de Producción de Derivados del Etano II, en el Complejo Petroquímico Morelos",52,Pemex Etileno,30,0,0,52.69,2076371402,Energía,2016,17090294
1018T4M0028,Modernización de la Estación de bombeo Tepetitlán de la Subgerencia de Transporte por Ducto Centro.,52,Pemex Logística,13,0,0,37.06,732331427,Energía,2017,11906574
1018T4M0035,Repotenciación del sistema eléctrico de la Refinería de Cadereyta,52,Pemex Transformación Industrial,19,0,0,5.79,557602787,Energía,2017,3867136
1218T4L0004,Proyecto para Seguridad Industrial y Protección Ambiental de PEP 2da. Etapa,52,Pemex Exploración y Producción,27,0,0,100,980518272,Energía,2017,120536669
098 01 096,Integral Cactus Sitio-Grande,52,Pemex Exploración y Producción,35,0,0,69.27,62385544485,Energía,2017,2422641142
1416B000053,Estudios de Preinversión para las acciones de obra del Sistema Cutzamala y PAI,16,Comisión Nacional del Agua,35,0,0,5.98,267709580,Desarrollo Social,2016,0
1416B000054,"Rehabilitación y Mantenimiento de los Ríos, Presas y Canales del Sistema  Hidrológico de la zona oriente, así como las Plantas de Bombeo en el Estado de México.",16,Comisión Nacional del Agua,15,0,0,50.63,149186586,Medio Ambiente,2017,17947469
1450GYR0088,"Ampliación y remodelación de Unidad de Medicina Familiar No. 8 en Santa Rosalía, Baja California Sur.",50,Instituto Mexicano del Seguro Social,3,26.890858,-111.981085,0,23688112,Salud,2016,0
153890U0001,Programa de adquisición de equipo científico para los laboratorios del CIQA 2016,38,Centro de Investigación en Química Aplicada,5,0,0,19,29299970,Desarrollo económico,2016,3947414
1418TOQ0067,ACTUALIZACIÓN DEL EQUIPO DE CÓMPUTO EN LAS SUBAREAS DE CONTROL DE CFE 2014-2016,18,Centro Nacional de Control de Energía,35,0,0,0,14362566,Energía,2016,0
1518T0K0001,Equipamiento Administrativo,18,Instituto Nacional de Electricidad y Energías Limpias,17,0,0,0,5000000,Desarrollo económico,2017,0
1516B000066,Mantenimiento y rehabilitación 2016 del Acueducto D.I.M. Lázaro Cárdenas,16,Comisión Nacional del Agua,16,0,0,44.72,28888189,Desarrollo Social,2016,13098581
1520VSS0011,Ampliación de almacenes y oficinas de la sucursal Veracruz,20,"Diconsa, S.A. de C.V.",30,17.999235,-94.6668,0,16392598,Desarrollo Social,2016,0
1520VSS0012,Construcción de anexos a los almacenes Angamacutiro y Almacén Zicuiran en la Sucursal Michoacán,20,"Diconsa, S.A. de C.V.",16,20.13533,-101.69273,15,15794328,Desarrollo Social,2016,392867
1316B000161,"ESTUDIO DE FACTIBILIDAD DE LA PRESA DE ALMACENAMIENTO Y ZONA DE RIEGO LA FUNDICION, MUNICIPIO DE ARMERIA, ESTADO DE COLIMA",16,Comisión Nacional del Agua,6,0,0,26.46,7638029,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2017,2043579
1450GYR0029,"Reestructuración de la Casa de Máquinas en el Hospital General Regional No. 1 (HGR) en Culiacán, Sinaloa.",50,Instituto Mexicano del Seguro Social,25,24.796465,-107.389941,99,8959205,Salud,2016,2416093
1416B000005,"ESTUDIO DE FACTIBILIDAD  DEL PROYECTO COSTA DE CHILA,  MUNICIPIO DE  COMPOSTELA, ESTADO DE NAYARIT.",16,Comisión Nacional del Agua,18,0,0,12.17,7033616,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2017,861740
1516B000079,Conservación diferida de Distritos de Riego en la Región Noroeste.,16,Comisión Nacional del Agua,35,0,0,0,107455145,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2016,0
1411L4J0002,"Programa de Mantenimiento Mayor, Rehabilitación y Adecuación de Espacios de Investigación y Docencia en las Sedes Zacatenco y Sur del Cinvestav.",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,0,0,0,15998580,Desarrollo económico,2017,0
1318TOQ0011,ESTUDIOS DE EVALUACIÓN DEL POTENCIAL DE GENERACIÓN GEOTERMOELÉCTRICA DE LA ZONA DE CERRITOS COLORADOS 2014-2016,53,Comisión Federal de Electricidad,14,0,0,0,863429325,Energía,2017,0
1418T4M0048,"Estudio de preinversión para la recuperación de gases enviados a desfogue y sustitución de quemadores de piso por quemadores elevados en la refinería Gral. Lázaro Cárdenas de Minatitlán, Ver.",52,Pemex Transformación Industrial,30,0,0,94.91,18624678,Energía,2016,0
1418T4M0054,"Identificación y evaluación de agentes, así como factores de riesgo en las instalaciones del Sistema Nacional de Refinerías, para determinar la inversión capitalizable en la administración de los riesgos detectados.",52,Pemex Transformación Industrial,35,0,0,0.1,61696530,Energía,2017,18135764
1318TOQ0016,ADQUISICIÓN DE EQUIPOS DE COMUNICACIONES-TIC (TECNOLOGIAS DE INFORMACIÓN Y COMUNICACIONES) SDT 2014-2016,53,Comisión Federal de Electricidad,35,0,0,14.47,277461132,Energía,2017,26964174
1418T4M0055,Adquisición de resinas de intercambio iónico para la planta de tratamiento de agua para la Refinería Ing. Héctor Lara Sosa.,52,Pemex Transformación Industrial,19,0,0,0,25533105,Energía,2017,0
1418TOQ0005,PROYECTO DE ELECTRIFICACIÓN PARA LOCALIDADES SIN SERVICIO ELECTRICO (SISTEMA CONVENCIONAL) 13 DIVISIONES DE DISTRIBUCIÓN 2014-2016,53,Comisión Federal de Electricidad,35,0,0,22.28,4219453920,Energía,2017,126584917
1318T4L0013,Proyecto de Adquisición de Equipo para el Laboratorio de Protección Ambiental RMNE,52,Pemex Exploración y Producción,4,0,0,24.78,18437939,Energía,2017,0
1318T4O0007,Mantenimiento de las plantas Preparadoras de Carga del Complejo Petroquímico Cangrejera,52,Pemex Transformación Industrial,30,18.053449,-94.213526,18.41,498077393,Energía,2017,0
1418TOQ0012,REFACCIONAMIENTO PARA LAS CENTRALES HIDROELÉCTRICAS DE LA SRGH GOLFO 2014-2016,53,Comisión Federal de Electricidad,35,0,0,2.54,149641328,Energía,2017,652192
1418T4O0004,Mantenimiento de la capacidad de producción de la planta Asahi 2015-2017 del Complejo Petroquímico Morelos,52,Pemex Etileno,30,0,0,4.05,292408257,Energía,2017,4134076
1318T4M0028,Seguridad industrial y protección ambiental de GARP,52,Pemex Logística,35,0,0,2.8,346432252,Energía,2017,4312416
1318T4M0031,Nuevas Llenaderas y Descargaderas en Terminales,52,Pemex Logística,35,0,0,17.01,118444792,Energía,2017,0
1418T4O0030,Mantenimiento de la capacidad de producción de la planta de Metanol II del Complejo Ptroquímico Independencia,52,Pemex Transformación Industrial,21,0,0,1.98,126632095,Energía,2017,1798155
1518T4I0001,Estudios técnicos especializados para el acondicionamiento del Edificio B2,52,Pemex Corporativo,9,0,0,0,20825830,Energía,2017,0
1018TOQ0058,Modernización de la SE Valle de México y Construcción de la LT Victoria - Nochistongo,53,Comisión Federal de Electricidad,35,0,0,95.04,556515320,Energía,2017,199609322
1418T4L0004,Proyecto de Medición de Pemex Exploración y Producción,52,Pemex Exploración y Producción,35,0,0,31.63,1887889734,Energía,2017,506366787
1218T4N0001,Acondicionamiento de instalaciones en el CPG  Cactus para suministro de etano.,52,Pemex Transformación Industrial,7,17.896681,-93.193353,94.73,727660890,Energía,2017,13212680
1418T4M0005,Adquisición de equipo laboratorio la GAR Pacífico,52,Pemex Logística,35,0,0,2.48,44471080,Energía,2017,0
1218TOQ0002,ADQUISICIÓN DE ACOMETIDAS Y MEDIDORES DE 13 DIVISIONES DE DISTRIBUCIÓN 2012-2014,53,Comisión Federal de Electricidad,35,0,0,56.3,11857504486,Energía,2017,2095809477
1218TOQ0012,ESTUDIOS DE PREINVERSIÓN PARA PROYECTOS DE ENERGÍA GEOTÉRMICA 2012-2014,53,Comisión Federal de Electricidad,35,0,0,5.04,564188376,Energía,2016,12667320
1218TOQ0018,MODERNIZACIÓN Y REHABILITACIÓN  DE LOS SISTEMAS DE GESTIÓN DE RESIDUOS LÍQUIDOS Y SÓLIDOS DE LA CNLV 2012-2014,53,Comisión Federal de Electricidad,30,19.62,-96.73,75.3,100566234,Energía,2016,124987849
1218TOQ0040,"Construcción de Líneas de Transmisión y Traslado de Bancos en las Areas Central, Noroeste y Occidental",53,Comisión Federal de Electricidad,35,0,0,50.66,177586276,Energía,2017,21512853
1218TOQ0048,Modernización de Sistemas de Control para Unidades Termoeléctricas SDG 2012-2015,53,Comisión Federal de Electricidad,35,0,0,34.08,1891932481,Energía,2017,264569978
1418T4M0037,Adquisición de Catalizadores y resinas capitalizables en la Refinería de Minatitlán 2015-2016,52,Pemex Transformación Industrial,30,0,0,0,94320416,Energía,2017,16829838
1218TOQ0073,CONSTRUCCIÓN Y AMPLIACIÓN DE LÍNEAS Y SUBESTACIONES DE 13 DIVISIONES DE DISTRIBUCIÓN 2013-2015,53,Comisión Federal de Electricidad,35,0,0,5.98,6790232979,Energía,2017,79416682
1318T4I0002,"Mantenimiento y Remodelación de las Instalaciones del CENDI Cadereyta, Nuevo León.",52,Pemex Corporativo,19,0,0,0,10014635,Energía,2016,0
1318T4I0009,"Adquisicion e instalación, de un sistema contraincendio con detección de humo, alarma y aviso de incendio, en los edificios: J, E-1 y E-2 de la Ex Refinería 18 de Marzo en Azcapotzalco, D.F. , Almacén La Luz y Bodega Donizetti",52,Pemex Corporativo,9,0,0,0,5176148,Energía,2017,0
1418T4M0039,Adquisición de catalizadores y resinas capitalizables para el proceso de gasolinas en la refinería de Cadereyta (2015-2017).,52,Pemex Transformación Industrial,19,0,0,1.51,71988003,Energía,2017,0
1418T4O0008,Rehabilitación Integral de los Reformadores Primarios 101-B y Calderas Auxiliares 101-BAUX de las Plantas de Amoniaco VI y VII del Complejo Petroquímico Cosoleacaque.,52,Pemex Fertilizantes,30,0,0,0,347914827,Energía,2017,0
0818T4O0048,Cogeneración en los Servicios Auxiliares del C.P. Cangrejera,52,Pemex Transformación Industrial,30,18.053449,-94.213526,0.73,3602722337,Energía,2017,34782
1318T4N0039,"Rehabilitación de talleres, edificios administrativos y de áreas de proceso del Complejo Procesador de Gas Cactus",52,Pemex Transformación Industrial,7,0,0,24.76,99245121,Energía,2017,0
1550GYR0040,"Programa de Adquisición para Casa de Máquinas de Hospitales Regionales, de 3er Nivel y Establecimientos de Apoyo",50,Instituto Mexicano del Seguro Social,35,0,0,0,232626944,Salud,2017,0
1550GYR0055,"Construcción de UMF de 6 consultorios en el municipio de Corregidora, Querétaro",50,Instituto Mexicano del Seguro Social,22,20.561306,-100.427775,0,28005225,Salud,2017,297613
1650GYR0020,"Ampliación y Remodelación de la UMF No. 52 Cosoleacaque en la localidad de Minatitlán, Veracruz Sur.",50,Instituto Mexicano del Seguro Social,30,18.0036,-94.6076,0,49706580,Salud,2017,0
1650GYR0024,"Ampliación y remodelación de la Unidad de Emergencias en el hospital HGS 12 San Luis Río Colorado, Sonora.",50,Instituto Mexicano del Seguro Social,26,32.4670678,-114.7967251,0,24481261,Salud,2017,0
1650GYR0042,"Ampliación y remodelación de la Unidad de Medicina Familiar No. 60 Rancho Alegre en Coatzacoalcos, Veracruz",50,Instituto Mexicano del Seguro Social,30,18.1341,-94.4665,0,35146295,Salud,2017,0
1318T4M0021,Adecuación de los sistemas de vacío de las plantas Combinadas No. 1 y 2 de la Refinería de Cadereyta,52,Pemex Transformación Industrial,19,25.601283,-99.972324,0.11,211148376,Energía,2017,0
1650GYR0055,"Construcción de UMF de 6 Consultorios en el municipio de Tuxpan, Veracruz.",50,Instituto Mexicano del Seguro Social,30,20.970827,-97.396739,0,27150000,Salud,2017,0
1651GYN0006,Fortalecimiento de la infraestructura en los Hospitales de Alta Especialidad en Area Metropolitana.,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,9,19.486584,-99.133075,18.53,382205874,Salud,2017,70823538
1318T4N0004,Mantenimiento mayor de la Planta Fraccionadora de Hidrocarburos del CPG Cactus 2013-2014,52,Pemex Transformación Industrial,7,0,0,60.98,123553486,Energía,2017,13089247
1450GYR0087,"Ampliación y remodelación 1 (primera) etapa, de la Unidad Médica de Alta Especialidad (UMAE) del Hospital de Especialidades en Mérida, Yucatán.",50,Instituto Mexicano del Seguro Social,31,20.978892,-89.603729,0,37466494,Salud,2017,0
1416B000036,"Conservación y mantenimiento del Arroyo El Carrizo, Valle La Trinidad, Municipio de Ensenada, Baja California",16,Comisión Nacional del Agua,2,0,0,0,31842699,,2017,0
1118T4M0010,Seguridad industrial: Obras GAR Centro,52,Pemex Logística,35,0,0,99.38,233590366,Energía,2017,0
14096330018,Puerto de Piedra-Cerro Prieto,9,Centro SCT Hidalgo,13,21.046572,-99.115056,0,51271739,,2016,0
1516RHQ0007,Proyecto de Infraestructura para Oficinas en la Gerencia Estatal de Tamaulipas.,16,Comisión Nacional Forestal,28,23.72313,-99.084,0,19006426,,2017,0
13132160020,Construcción de instalaciones para las Unidades y Brigadas de Construcción,13,Dirección General de Servicios,34,0,0,0,51571702,,2017,0
15096210003,PSV Carretera Federal No. 45 Ags/Zacs-con Av. Siglo XXI,9,Centro SCT Aguascalientes,1,21.9444,-102.2897,0,154601220,,2017,0
1116B000279,Construcción de nuevo edificio para el Centro Meteorológico Regional Golfo Centro.,16,Comisión Nacional del Agua,30,19.14248,-96.11102,99.49,25090928,Medio Ambiente,2012,2659999
